epoch,loss,val_loss
0,12.979872703552246,10.264664649963379
1,8.893074035644531,5.51215934753418
2,3.3450376987457275,2.1734120845794678
3,1.7296273708343506,8.355400085449219
4,1.5465413331985474,1.682228922843933
5,1.3626668453216553,1.6726188659667969
6,1.2446712255477905,1.8905107975006104
7,0.7177260518074036,1.0928921699523926
8,0.866584300994873,1.322782039642334
9,0.6730372905731201,2.449648141860962
10,0.39598122239112854,1.7136303186416626
11,0.6456477642059326,1.5311341285705566
12,0.5147899985313416,1.2021170854568481
13,0.2538776397705078,0.9599798917770386
14,0.5374980568885803,1.4265611171722412
15,0.578641951084137,1.2971640825271606
16,0.38499751687049866,2.123042106628418
17,0.2513355612754822,1.6746959686279297
18,0.5834837555885315,0.8155581951141357
19,0.31213679909706116,0.7305698394775391
20,0.4797200858592987,1.2135928869247437
21,0.3354693353176117,1.2580387592315674
22,0.6063862442970276,1.324593424797058
23,0.16277402639389038,1.0987447500228882
24,0.13475118577480316,1.3803188800811768
25,0.3748146891593933,1.3682126998901367
26,0.2939286231994629,1.3150441646575928
27,0.29202017188072205,1.3593924045562744
28,0.27978378534317017,1.111458420753479
29,0.24914158880710602,2.1280479431152344
30,0.21380209922790527,1.09071946144104
31,0.37744611501693726,1.6283007860183716
32,0.20375946164131165,2.665335178375244
33,0.22418312728405,1.2873046398162842
34,0.12640686333179474,1.639525055885315
35,0.20643752813339233,1.3648244142532349
36,0.2640913128852844,1.4329849481582642
37,0.38877150416374207,1.6299856901168823
38,0.103618323802948,0.6715758442878723
39,0.1914864182472229,1.145033359527588
40,0.21286919713020325,1.0328845977783203
41,0.1253710836172104,1.6184324026107788
42,0.15383221209049225,1.091279149055481
43,0.16782943904399872,0.8041446208953857
44,0.17455542087554932,0.7140380144119263
45,0.2791961431503296,1.5318840742111206
46,0.23345404863357544,1.0216546058654785
47,0.2670857608318329,1.383107304573059
48,0.23370590806007385,1.2100119590759277
49,0.10268820077180862,1.4315937757492065
50,0.08691252022981644,0.9454317092895508
51,0.5754805207252502,3.325076103210449
52,0.3595450520515442,1.0943636894226074
53,0.14534857869148254,1.482062816619873
54,0.1440323442220688,0.9559521079063416
55,0.19881674647331238,1.3408992290496826
56,0.11142905801534653,0.8857324719429016
57,0.20837558805942535,1.4293432235717773
58,0.3440290093421936,1.5175286531448364
59,0.2813705801963806,1.3328841924667358
60,0.1035253182053566,1.5071667432785034
61,0.13369892537593842,1.5951000452041626
62,0.09988848865032196,0.47562742233276367
63,0.10328827053308487,1.6300017833709717
64,0.2167968600988388,0.8717667460441589
65,0.14035700261592865,1.487301230430603
66,0.05871723219752312,1.3407069444656372
67,0.30336794257164,0.6183215379714966
68,0.24244888126850128,0.9124261140823364
69,0.16399294137954712,0.9348633289337158
70,0.17042756080627441,1.589707612991333
71,0.28463298082351685,1.0167659521102905
72,0.08726877719163895,1.1939666271209717
73,0.08252748847007751,1.0226904153823853
74,0.26946690678596497,1.0746049880981445
75,0.1425687074661255,1.0732464790344238
76,0.2153465747833252,0.7190540432929993
77,0.15756797790527344,1.1586731672286987
78,0.054226502776145935,0.802144467830658
79,0.2221904695034027,1.4339135885238647
80,0.026146244257688522,1.6557785272598267
81,0.1906675547361374,1.1642837524414062
